neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;availability_365;number_of_reviews_ltm
De Pijp - Rivierenbuurt;523.547;489.787;Private room;382;1;26;338;14
De Pijp - Rivierenbuurt;5.235.477;489.782;Private room;295;1;0;165;0
De Pijp - Rivierenbuurt;5.235.461;489.785;Private room;329;1;13;354;9
De Pijp - Rivierenbuurt;5.235.456;489.645;Private room;221;1;16;341;14
De Pijp - Rivierenbuurt;5.235.283;489.699;Private room;309;1;1;305;0
Centrum-West;5.238.003;48.831;Entire home/apt;250;1;3;87;3
Centrum-Oost;5.236.331;489.307;Private room;1200;1;0;360;0
Oud-Oost;5.236.019;490.759;Private room;160;14;10;251;10
Centrum-West;5.237.491;489.311;Private room;162;1;39;22;17
Centrum-West;5.237.478;489.426;Private room;178;1;44;22;22
Oud-Noord;5.240.146;490.218;Private room;126;1;50;303;25
Westerpark;5.237.679;487.386;Private room;115;2;69;252;61
De Baarsjes - Oud-West;523.675;487.373;Entire home/apt;180;1;19;0;7
Centrum-West;523.698.457;48.825.539;Private room;599;1;2;226;0
Zuid;5.234.737;486.899;Entire home/apt;190;7;9;0;1
Watergraafsmeer;5.235.031;493.324;Entire home/apt;175;7;4;0;2
Westerpark;5.238.584;488.124;Entire home/apt;96;3;24;0;6
De Baarsjes - Oud-West;5.236.817;485.183;Entire home/apt;89;2;5;0;4
Westerpark;5.238.727;487.643;Private room;264;1;74;298;5
Westerpark;5.238.733;48.744;Private room;310;1;55;309;18
Westerpark;5.238.777;487.501;Private room;354;1;95;317;45
Westerpark;5.238.553;487.631;Private room;355;1;26;291;8
Westerpark;523.879;487.553;Private room;327;1;2;305;1
Westerpark;5.238.586;487.644;Private room;254;1;41;192;17
De Baarsjes - Oud-West;5.237.018;48.628;Private room;140;2;19;0;0
Centrum-Oost;523.634;489.922;Private room;175;2;120;275;75
Centrum-Oost;523.615;49.003;Private room;198;2;78;273;48
De Pijp - Rivierenbuurt;5.235.554;489.705;Entire home/apt;318;3;31;11;19
Centrum-West;523.658;488.481;Entire home/apt;77;5;16;0;1
Westerpark;5.239.276;487.639;Entire home/apt;160;3;8;0;5
De Baarsjes - Oud-West;5.236.893;486.091;Private room;130;2;13;0;0
De Baarsjes - Oud-West;52.367.394.404.616.100;4.850.239.446.417.850;Entire home/apt;300;5;0;42;0
De Baarsjes - Oud-West;5.236.932;48.626;Private room;130;2;40;0;14
De Baarsjes - Oud-West;5.236.862;486.144;Private room;80;2;18;0;0
Westerpark;5.238.872;487.958;Entire home/apt;201;4;3;162;3
Oud-Oost;5.236.405;492.791;Entire home/apt;150;3;12;0;3
De Baarsjes - Oud-West;5.236.411;486.581;Entire home/apt;400;1;0;360;0
Westerpark;5.237.762;487.355;Entire home/apt;110;1;5;0;1
De Pijp - Rivierenbuurt;5.235.348;490.078;Entire home/apt;500;3;10;0;6
De Baarsjes - Oud-West;5.236.848;485.838;Entire home/apt;200;3;8;12;7
De Pijp - Rivierenbuurt;5.235.667;48.987;Entire home/apt;400;7;11;315;5
Centrum-West;52.374.474;4.880.253;Private room;168;2;13;15;10
Centrum-Oost;5.236.367;488.641;Entire home/apt;518;2;11;2;11
De Baarsjes - Oud-West;523.603;485.112;Entire home/apt;249;2;5;0;3
Westerpark;5.238.496;487.142;Entire home/apt;100;2;10;5;7
De Baarsjes - Oud-West;5.236.054;485.407;Entire home/apt;400;2;19;25;7
IJburg - Zeeburgereiland;5.236.211;498.518;Entire home/apt;450;4;12;113;4
Oud-Noord;5.240.512;488.978;Entire home/apt;179;3;30;264;19
Oud-Noord;5.238.727;49.462;Private room;276;1;17;43;7
Centrum-Oost;5.236.198;490.903;Entire home/apt;150;3;9;0;5
Centrum-West;5.237.407;487.678;Private room;206;1;115;135;79
Buitenveldert - Zuidas;5.233.197;487.474;Entire home/apt;153;1;12;0;5
De Pijp - Rivierenbuurt;5.235.535;490.394;Entire home/apt;395;5;5;22;5
Centrum-West;5.237.503;489.242;Private room;100;2;5;0;2
Centrum-Oost;5.236.432;489.932;Private room;81;2;46;0;28
Centrum-West;5.237.557;489.254;Private room;120;2;12;1;3
Centrum-West;5.238.125;489.007;Private room;336;3;6;27;5
De Baarsjes - Oud-West;5.237.032;48.607;Private room;80;2;20;0;0
Oud-Noord;5.238.613;490.719;Entire home/apt;450;3;5;0;5
De Pijp - Rivierenbuurt;5.234.495;488.948;Entire home/apt;350;7;1;55;1
Noord-West;5.241.253;490.813;Private room;115;2;10;37;8
De Baarsjes - Oud-West;5.237.313;485.588;Entire home/apt;190;2;5;3;3
Oud-Noord;5.239.179;491.164;Entire home/apt;174;1;2;94;2
Oud-Noord;5.239.039;494.814;Entire home/apt;125;4;15;0;5
Osdorp;5.235.427;47.986;Private room;82;2;27;321;24
Osdorp;5.235.625;475.724;Entire home/apt;116;1;147;43;78
De Baarsjes - Oud-West;5.236.928;485.808;Entire home/apt;100;3;8;3;6
De Baarsjes - Oud-West;5.237.044;486.651;Entire home/apt;150;3;2;0;0
Oud-Noord;5.239.589;491.821;Entire home/apt;53;5;5;0;5
Oud-Noord;5.239.559;491.541;Entire home/apt;129;10;0;0;0
IJburg - Zeeburgereiland;5.235.296;49.954;Entire home/apt;175;3;9;0;5
Watergraafsmeer;5.235.526;493.244;Entire home/apt;210;3;4;128;2
De Baarsjes - Oud-West;52.362;487.212;Entire home/apt;550;2;4;143;2
Watergraafsmeer;5.235.153;492.048;Entire home/apt;95;2;0;0;0
De Baarsjes - Oud-West;5.236.853;487.622;Private room;201;3;71;148;50
Bos en Lommer;5.237.745;486.177;Private room;115;2;0;230;0
Slotervaart;5.236.927;483.758;Entire home/apt;125;2;2;0;0
Centrum-West;5.236.609;488.205;Private room;191;1;128;58;58
Centrum-West;5.236.609;488.205;Private room;264;1;163;71;116
Centrum-West;5.236.609;488.205;Private room;311;1;112;101;84
De Baarsjes - Oud-West;5.237.032;485.258;Private room;101;3;40;361;19
Centrum-Oost;5.237.396;490.615;Entire home/apt;225;4;15;0;6
De Pijp - Rivierenbuurt;5.234.122;490.308;Entire home/apt;141;4;4;0;1
Oud-Oost;5.236.428;492.809;Entire home/apt;150;3;8;93;8
De Baarsjes - Oud-West;5.236.656;487.748;Entire home/apt;500;3;10;68;4
IJburg - Zeeburgereiland;5.237.379;496.271;Private room;131;4;6;5;3
Centrum-West;5.237.451;487.874;Entire home/apt;132;1;22;0;15
Oud-Noord;523.907;493.566;Private room;127;2;31;4;30
Oud-Oost;5.235.096;491.362;Private room;350;2;62;292;42
Westerpark;5.237.571;487.379;Entire home/apt;325;3;25;5;18
Westerpark;5.238.411;487.331;Entire home/apt;145;4;2;0;1
De Baarsjes - Oud-West;523.645;486.025;Entire home/apt;165;4;7;0;5
De Pijp - Rivierenbuurt;5.235.783;489.786;Entire home/apt;278;5;29;316;24
Oud-Noord;5.239.474;490.416;Entire home/apt;286;5;6;0;5
Bijlmer-Centrum;5.230.798;496.216;Entire home/apt;220;1;29;83;19
Centrum-Oost;5.236.713;493.046;Entire home/apt;130;3;9;3;3
Centrum-Oost;523.666;488.799;Private room;279;1;72;10;68
Centrum-West;5.236.839;488.976;Private room;254;1;0;0;0
Centrum-Oost;5.236.635;488.844;Private room;241;1;0;0;0
Oostelijk Havengebied - Indische Buurt;5.237.346;494.095;Entire home/apt;250;3;2;0;2
Zuid;52.342.939.480.960.300;4.859.691.908.869.290;Entire home/apt;355;1;0;170;0
Centrum-Oost;52.360.924;4.898.329;Private room;200;2;23;141;20
Centrum-Oost;52.360.924;4.898.329;Private room;200;2;37;131;31
Buitenveldert - Zuidas;5.233.664;484.852;Entire home/apt;161;2;31;305;29
Westerpark;523.894;48.786;Entire home/apt;125;2;0;0;0
De Baarsjes - Oud-West;52.365;487.322;Private room;170;1;152;143;105
Bos en Lommer;523.753;484.837;Entire home/apt;200;4;11;1;5
Centrum-West;5.237.076;487.758;Entire home/apt;279;3;13;88;10
Centrum-West;5.238.054;489.153;Entire home/apt;400;1;9;11;4
Centrum-West;5.238.621;489.131;Private room;135;2;21;3;17
Centrum-West;5.237.023;488.183;Private room;177;2;93;80;61
Oud-Noord;5.238.603;491.951;Private room;43;1;7;0;4
Oud-Noord;5.240.051;490.235;Private room;132;2;54;151;48
De Pijp - Rivierenbuurt;5.235.638;489.809;Entire home/apt;427;5;21;93;12
De Pijp - Rivierenbuurt;5.235.715;48.977;Entire home/apt;418;5;16;101;10
De Pijp - Rivierenbuurt;5.235.669;489.979;Entire home/apt;280;5;23;85;16
De Pijp - Rivierenbuurt;5.235.638;489.961;Entire home/apt;285;5;22;106;18
Bos en Lommer;5.237.778;484.349;Entire home/apt;144;2;1;0;0
Oud-Noord;5.239.553;490.667;Entire home/apt;269;6;4;0;4
Noord-Oost;5.239.648;499.262;Private room;110;2;39;319;37
De Baarsjes - Oud-West;5.236.486;486.689;Entire home/apt;160;3;7;0;4
De Baarsjes - Oud-West;5.236.884;486.812;Entire home/apt;295;4;3;3;3
Bijlmer-Oost;5.231.911;497.985;Private room;132;4;10;18;10
Oostelijk Havengebied - Indische Buurt;5.236.526;494.002;Entire home/apt;309;2;2;0;1
Oud-Oost;5.236.331;492.593;Entire home/apt;154;2;8;9;7
Slotervaart;5.236.622;484.963;Entire home/apt;215;3;3;0;1
De Pijp - Rivierenbuurt;5.235.691;489.987;Entire home/apt;288;5;17;111;12
Oud-Oost;5.235.761;490.988;Entire home/apt;249;3;1;187;1
Centrum-Oost;523.732;490.262;Entire home/apt;292;3;6;0;3
De Pijp - Rivierenbuurt;523.599;488.702;Private room;183;3;77;175;63
Oostelijk Havengebied - Indische Buurt;523.604;493.546;Entire home/apt;250;2;4;3;4
Oud-Noord;5.239.976;489.327;Entire home/apt;811;2;6;71;6
Centrum-West;5.237.169;488.839;Entire home/apt;350;2;25;107;22
Buitenveldert - Zuidas;5.232.322;4.88;Private room;93;2;22;62;21
De Pijp - Rivierenbuurt;5.234.748;490.338;Entire home/apt;280;7;5;269;3
Centrum-West;5.237.733;489.477;Private room;333;3;23;337;6
De Baarsjes - Oud-West;5.237.384;486.421;Entire home/apt;100;21;2;29;1
De Pijp - Rivierenbuurt;5.234.043;490.768;Private room;100;1;2;4;2
Oud-Oost;523.514;491.076;Private room;126;3;55;40;48
Centrum-West;5.237.477;48.827;Entire home/apt;300;2;2;37;1
Centrum-Oost;5.236.739;49.118;Private room;160;3;1;18;0
Noord-West;5.242.274;489.505;Private room;95;2;10;107;10
Centrum-West;5.237.783;489.633;Private room;195;3;25;333;17
Centrum-West;5.237.792;489.669;Private room;195;3;4;347;3
Oostelijk Havengebied - Indische Buurt;5.237.546;494.152;Entire home/apt;250;3;0;98;0
IJburg - Zeeburgereiland;5.236.414;498.215;Entire home/apt;236;3;4;0;3
Bos en Lommer;5.238.063;485.969;Entire home/apt;125;4;6;0;3
Westerpark;5.238.737;487.419;Private room;313;1;19;296;2
Watergraafsmeer;5.235.356;493.903;Entire home/apt;270;3;2;1;2
Oud-Oost;5.236.022;491.218;Entire home/apt;200;4;10;0;5
De Baarsjes - Oud-West;5.237.275;486.335;Entire home/apt;450;3;13;18;9
De Baarsjes - Oud-West;5.235.815;485.627;Private room;240;1;1233;346;762
De Baarsjes - Oud-West;5.235.728;485.539;Private room;270;1;125;351;62
Centrum-West;5.238.355;489.225;Entire home/apt;320;1;0;360;0
Zuid;5.235.413;487.821;Private room;296;1;358;330;131
Zuid;5.235.555;4.878;Private room;341;1;16;348;11
Zuid;523.549;487.732;Private room;387;1;59;342;27
Zuid;523.558;487.658;Private room;389;1;8;256;1
Centrum-West;523.756;488.361;Private room;206;2;38;130;35
Centrum-West;5.237.551;488.464;Private room;515;1;0;4;0
Osdorp;5.235.873;479.776;Entire home/apt;400;2;0;0;0
Centrum-Oost;5.236.402;488.912;Private room;263;3;1;141;1
IJburg - Zeeburgereiland;5.235.196;500.598;Entire home/apt;85;1;14;0;12
Zuid;52.360.321;4.878.403;Hotel room;73;1;31;0;0
Slotervaart;5.236.051;484.316;Entire home/apt;133;7;0;13;0
Centrum-West;5.237.642;488.493;Private room;492;1;1;3;1
Noord-Oost;5.238.283;496.715;Entire home/apt;195;7;5;33;5
Centrum-Oost;5.236.375;489.703;Private room;140;1;96;142;69
Centrum-Oost;5.236.419;489.705;Private room;159;1;94;144;74
Oud-Noord;523.925;491.593;Entire home/apt;200;5;0;0;0
Oostelijk Havengebied - Indische Buurt;5.237.116;494.776;Private room;100;3;50;52;49
IJburg - Zeeburgereiland;523.612;498.969;Private room;126;2;14;314;12
De Pijp - Rivierenbuurt;5.235.136;488.668;Entire home/apt;249;2;8;0;5
De Pijp - Rivierenbuurt;5.235.372;489.213;Entire home/apt;250;6;5;33;3
De Pijp - Rivierenbuurt;5.235.431;489.852;Private room;157;3;54;7;51
Westerpark;523.793;487.599;Entire home/apt;122;5;22;26;14
De Baarsjes - Oud-West;5.236.261;486.116;Entire home/apt;248;1;12;4;11
Watergraafsmeer;5.235.689;49.381;Entire home/apt;220;3;1;0;1
Centrum-West;5.236.609;488.205;Private room;214;1;138;101;94
Centrum-Oost;5.236.126;490.066;Private room;160;3;30;131;28
Oostelijk Havengebied - Indische Buurt;5.236.021;493.424;Entire home/apt;125;3;2;1;2
Oud-Noord;5.239.547;490.489;Entire home/apt;180;2;18;0;10
Westerpark;5.238.738;48.762;Private room;313;1;3;313;1
De Baarsjes - Oud-West;5.235.665;485.461;Private room;257;1;91;331;61
Oud-Oost;5.235.837;491.004;Entire home/apt;189;2;11;0;3
De Pijp - Rivierenbuurt;523.448;489.249;Entire home/apt;300;3;0;16;0
Slotervaart;5.234.732;48.309;Private room;522;1;0;330;0
De Aker - Nieuw Sloten;5.234.553;483.014;Private room;262;1;7;338;4
Slotervaart;523.469;483.133;Private room;272;1;6;342;3
Slotervaart;5.234.773;483.009;Private room;317;1;34;345;30
Slotervaart;5.234.702;483.143;Private room;322;1;0;360;0
Noord-West;5.240.024;492.208;Entire home/apt;144;3;13;100;13
De Baarsjes - Oud-West;5.236.864;486.289;Entire home/apt;150;3;3;0;3
Zuid;5.235.643;48.557;Private room;322;1;199;356;139
Oostelijk Havengebied - Indische Buurt;5.236.579;493.523;Private room;100;4;0;0;0
Oud-Oost;5.236.076;492.498;Entire home/apt;395;4;22;176;19
Centrum-Oost;5.235.998;489.264;Private room;148;1;130;57;106
Centrum-Oost;5.236.166;489.138;Private room;147;1;232;48;191
Centrum-Oost;5.235.991;489.047;Private room;172;1;97;69;94
De Baarsjes - Oud-West;52.369.919;4.857.575;Entire home/apt;153;2;20;37;16
Oud-Noord;5.238.293;491.388;Private room;220;3;22;88;15
Centrum-Oost;5.237.091;490.694;Private room;180;3;14;251;11
Zuid;5.235.937;488.192;Private room;96;1;12;4;0
Zuid;5.235.929;48.825;Private room;119;1;13;4;0
Zuid;5.235.914;488.228;Private room;131;1;2;4;0
Oud-Noord;523.881;491.438;Shared room;91;1;142;211;142
Oud-Noord;523.881;491.438;Private room;185;1;38;185;38
Oud-Noord;523.881;491.438;Shared room;126;1;77;258;77
Oud-Noord;523.881;491.438;Private room;207;1;3;296;3
Oud-Noord;523.881;491.438;Private room;314;1;4;143;4
Oud-Noord;523.881;491.438;Private room;245;1;0;138;0
Oud-Noord;523.881;491.438;Private room;196;1;93;295;93
Oud-Noord;523.881;491.438;Private room;223;1;5;144;5
Oud-Noord;523.881;491.438;Private room;274;1;0;146;0
Oud-Noord;523.881;491.438;Private room;265;1;43;292;43
Oud-Noord;523.881;491.438;Private room;402;1;27;268;27
Oud-Noord;523.881;491.438;Private room;337;1;10;140;10
Centrum-Oost;5.237.236;490.693;Private room;539;1;6;325;4
Centrum-West;5.236.873;488.857;Entire home/apt;320;2;2;0;1
Centrum-Oost;523.747;490.634;Private room;508;1;2;334;1
Centrum-Oost;5.237.378;490.505;Private room;495;1;2;322;0
Centrum-Oost;5.237.248;490.522;Private room;434;1;2;311;0
Centrum-Oost;5.237.447;490.719;Private room;464;1;2;330;1
Centrum-Oost;5.237.421;490.672;Private room;539;1;0;323;0
Centrum-Oost;5.237.431;490.538;Private room;669;1;3;289;1
Centrum-Oost;5.237.425;490.723;Private room;521;1;0;320;0
Centrum-West;5.237.007;487.567;Private room;249;1;17;84;10
De Baarsjes - Oud-West;5.236.695;486.018;Private room;320;1;10;299;7
De Baarsjes - Oud-West;5.236.526;485.969;Private room;158;1;45;306;29
De Baarsjes - Oud-West;523.673;485.959;Private room;154;1;21;337;16
De Baarsjes - Oud-West;5.236.735;486.146;Private room;158;1;40;314;29
De Baarsjes - Oud-West;5.236.565;486.157;Private room;235;1;6;325;6
De Baarsjes - Oud-West;5.236.541;48.592;Private room;158;1;22;321;19
Centrum-Oost;5.235.960.695.770.290;4.895.348.205.335.010;Entire home/apt;195;3;2;0;2
Oud-Oost;5.235.922;492.579;Entire home/apt;98;26;3;129;1
De Pijp - Rivierenbuurt;5.235.533;489.063;Private room;133;3;50;334;44
De Pijp - Rivierenbuurt;5.235.512;488.909;Private room;126;3;52;332;46
Centrum-Oost;5.236.371;488.467;Private room;360;2;9;112;9
Centrum-West;5.236.593;488.483;Private room;379;2;8;119;7
Centrum-West;5.237.732;488.125;Private room;122;3;31;84;31
Centrum-Oost;5.236.137;489.237;Private room;172;1;239;63;210
Centrum-Oost;5.236.147;489.102;Private room;217;1;71;63;59
Centrum-West;5.237.115;488.488;Private room;181;2;43;47;36
Centrum-Oost;5.237.228;492.388;Entire home/apt;102;21;0;0;0
De Aker - Nieuw Sloten;52.342;480.547;Entire home/apt;77;4;4;17;4
Centrum-West;52.371.735;4.899.029;Private room;271;1;22;58;22
Centrum-West;52.371.735;4.899.029;Private room;270;1;18;76;16
Noord-West;52.416;488.533;Entire home/apt;200;2;20;57;15
Centrum-Oost;5.237.059;490.639;Private room;196;1;17;0;11
Centrum-West;5.237.602;4.897;Entire home/apt;638;1;0;320;0
Bos en Lommer;5.237.643;486.166;Entire home/apt;210;3;3;2;3
Centrum-West;5.237.175;488.002;Entire home/apt;195;21;2;344;1
Oud-Noord;5.238.665;492.306;Private room;131;4;8;65;7
Centrum-Oost;5.236.936;490.588;Private room;200;1;4;0;0
Centrum-Oost;5.237.057;490.594;Private room;238;1;0;0;0
Centrum-Oost;5.237.091;490.566;Private room;179;1;5;0;5
Centrum-West;52.371.689;4.894.881;Private room;236;2;43;322;38
Centrum-Oost;5.236.923;490.604;Shared room;71;1;13;0;13
Centrum-Oost;5.237.008;490.778;Shared room;83;1;5;0;5
Centrum-West;5.238.193;488.534;Entire home/apt;310;3;2;21;2
Oud-Oost;5.235.637;491.839;Entire home/apt;225;21;1;68;1
Centrum-West;5.236.765;488.049;Entire home/apt;116;3;4;0;1
De Pijp - Rivierenbuurt;5.235.027;489.171;Entire home/apt;105;2;6;0;4
De Pijp - Rivierenbuurt;5.235.222;489.184;Entire home/apt;225;2;19;0;10
Westerpark;523.803.418;48.761.038;Entire home/apt;200;7;1;80;1
IJburg - Zeeburgereiland;5.234.328;500.975;Entire home/apt;469;4;5;220;4
Buitenveldert - Zuidas;5.234.125.038.638.860;48.754.963.044.962.600;Hotel room;0;1;0;0;0
Centrum-Oost;5.236.144.677.796.930;4.905.932.581.212.110;Hotel room;0;1;0;0;0
Centrum-West;5.236.821;488.274;Private room;289;1;5;77;5
IJburg - Zeeburgereiland;5.235.592;499.837;Private room;83;2;19;104;17
Oud-Oost;5.236.286;491.999;Private room;144;3;0;0;0
Oud-Oost;5.236.052;490.946;Private room;182;3;10;344;9
Centrum-Oost;523.609;490.943;Private room;182;3;29;349;25
Centrum-West;5.237.043;48.902;Private room;169;3;5;350;5
Centrum-West;5.236.681;488.602;Private room;160;3;4;327;3
Centrum-West;5.236.707;48.856;Private room;229;3;10;347;6
Centrum-West;5.236.605;488.591;Private room;186;3;22;346;22
Centrum-West;5.236.772;488.426;Private room;181;3;17;347;15
Centrum-West;5.236.722;489.531;Private room;181;3;24;347;19
Centrum-West;5.236.729;48.939;Private room;188;3;35;352;28
De Baarsjes - Oud-West;5.236.571;486.067;Private room;235;1;4;317;3
De Baarsjes - Oud-West;5.236.698;485.857;Private room;320;1;31;293;23
De Baarsjes - Oud-West;5.236.666;485.863;Private room;158;1;30;310;20
De Baarsjes - Oud-West;5.236.508;486.037;Private room;158;1;38;310;27
De Baarsjes - Oud-West;5.236.574;486.059;Private room;158;1;53;302;44
Centrum-Oost;5.236.397;491.033;Private room;282;3;42;68;39
De Pijp - Rivierenbuurt;5.234.947;488.834;Entire home/apt;150;15;2;0;1
Bos en Lommer;5.238.027;485.207;Entire home/apt;265;2;5;250;5
Bos en Lommer;5.237.395;484.794;Entire home/apt;320;4;2;0;2
Bos en Lommer;5.237.568;484.558;Entire home/apt;500;1;39;0;15
Bos en Lommer;523.751;485.743;Entire home/apt;160;4;1;1;1
Centrum-Oost;52.374.283;4.901.814;Private room;250;1;79;226;71
Zuid;5.235.685;485.693;Private room;230;1;139;349;139
De Baarsjes - Oud-West;52.357;485.619;Private room;247;1;65;355;62
Oud-Oost;5.235.559;492.788;Private room;52;4;1;43;1
De Baarsjes - Oud-West;5.236.045;486.537;Entire home/apt;250;2;5;8;3
Bos en Lommer;5.237.599;484.512;Entire home/apt;90;1;26;0;19
Bos en Lommer;5.237.795;484.358;Entire home/apt;500;1;319;0;213
Bos en Lommer;5.237.575;484.523;Entire home/apt;500;1;3;0;1
Bos en Lommer;5.237.636;484.356;Entire home/apt;130;1;124;0;40
Bos en Lommer;523.758;484.539;Entire home/apt;500;1;208;0;132
Bos en Lommer;5.237.775;484.565;Entire home/apt;500;1;149;0;98
Bos en Lommer;5.237.751;484.541;Entire home/apt;500;1;10;0;6
Bos en Lommer;5.237.766;484.528;Entire home/apt;500;1;26;0;18
De Baarsjes - Oud-West;5.236.528;486.515;Entire home/apt;165;1;9;0;9
Westerpark;5.238.249;487.314;Entire home/apt;203;2;5;1;5
Centrum-Oost;5.236.084;489.542;Entire home/apt;350;2;5;5;4
De Baarsjes - Oud-West;5.236.347;485.421;Entire home/apt;314;3;6;360;5
Centrum-West;5.238.289;488.431;Entire home/apt;195;4;2;1;0
De Baarsjes - Oud-West;5.236.722;487.121;Entire home/apt;367;3;1;38;1
Noord-West;5.242.167;489.633;Entire home/apt;120;4;3;98;2
Oud-Noord;5.239.561;490.479;Entire home/apt;300;4;6;362;3
Westerpark;5.237.424;486.848;Entire home/apt;150;2;10;41;6
Westerpark;5.238.345;487.819;Entire home/apt;146;4;9;1;6
Centrum-Oost;5.237.039;490.883;Entire home/apt;50;2;0;44;0
De Baarsjes - Oud-West;5.236.726;487.591;Entire home/apt;187;1;15;0;9
De Pijp - Rivierenbuurt;5.235.628;490.389;Entire home/apt;400;2;0;0;0
De Baarsjes - Oud-West;523.613;486.328;Private room;146;1;9;106;9
Centrum-Oost;5.236.487;490.745;Entire home/apt;295;1;31;341;23
Centrum-Oost;5.236.315;490.749;Entire home/apt;262;28;0;261;0
De Pijp - Rivierenbuurt;5.235.558.485.288.530;4.887.071.970.717.090;Hotel room;0;1;7;0;6
Westerpark;5.238.446;487.368;Entire home/apt;91;2;0;63;0
Westerpark;5.239.431;487.771;Entire home/apt;284;3;17;95;14
Centrum-Oost;5.237.447;490.591;Private room;999;7;7;365;0
Oud-Oost;5.236.141;492.535;Entire home/apt;350;1;10;30;6
Bos en Lommer;5.237.894;484.175;Entire home/apt;150;14;0;4;0
Noord-Oost;5.240.606;493.459;Entire home/apt;413;2;3;166;3
Centrum-Oost;5.236.382;490.679;Entire home/apt;283;7;6;269;4
Centrum-Oost;5.236.315;490.779;Entire home/apt;303;7;3;355;2
Westerpark;5.239.448;487.629;Entire home/apt;326;3;30;94;25
